filename	off0	off1	code	span	semantic_rel
es-S0376-78922009000300005-1	3603	3634	289598001	humedad permanente de la vagina	EXACT
es-S1130-01082007000400010-1	443	467	18165001	ictericia cutáneo-mucosa	EXACT
es-S1130-01082005001100016-1	280	307	18165001	ictericia de piel y mucosas	EXACT
es-S0378-48352004001000003-1	562	583	18165001	ictericia mucocutánea	EXACT
es-S0378-48352004001000003-1	670	691	18165001	ictericia mucocutánea	EXACT
es-S0211-69952012000700028-1	1597	1616	166165005	IgM e IgA, normales	NARROW
es-S0378-48352004001000003-1	1153	1169	165996008	IgM VHA negativo	NARROW
es-S1130-01082009000900012-1	586	658	312895004	íleon terminal con paredes engrosadas y signos de proliferación vascular	NARROW
es-S2340-98942015000100005-1	490	515	300310003	imagen adyacente al colon	EXACT
S0004-06142006000100014-1	2097	2143	236710009	imagen cálcica en teórica zona de pelvis renal	NARROW
es-S0004-06142008000300011-1	708	726	251768002	imagen cicatricial	NARROW
es-S0210-48062009000200019-1	809	865	441988000	imagen con nivel líquido de 15 x 9 x 8 cm en hipogastrio	NARROW
es-S1139-76322016000300009-1	896	935	441687008	imagen de calcificación intratesticular	NARROW
es-S0210-48062003000900009-1	807	826	365853002	imagen fría central	NARROW
es-S1130-01082005001100017-2	321	376	249578005	imagen heterogénea de 15 x 14,5 cm dependiente de riñón	NARROW
es-S0210-48062009000400020-1	467	512	309089006	imagen hipodensa de 3 cm el lóbulo prostático	NARROW
es-S0004-06142008000500009-1	877	913	365853002	imagen lobulada de contenido líquido	NARROW
es-S1137-66272013000200023-1	3464	3478	129734009	imagen nodular	NARROW
es-S0212-71992005001100007-1	1336	1391	786838002	imagen nodular calcificada en lóbulo inferior izquierdo	NARROW
S0004-06142006000500002-2	654	688	87860000	imagen nodular hipoecoica en teste	NARROW
es-S0210-48062006000200018-1	540	570	87860000	imagen nodular intratesticular	NARROW
es-S1698-44472004000400012-1	617	689	125129007	imagen radiolúcida, de contornos poco definidos, en el cuerpo mandibular	NARROW
es-S0365-66912012001100004-5	449	481	371405004	imagen sacular hiperfluorescente	NARROW
es-S1130-05582014000400006-2	847	1002	408574004+442147002	imágenes hipodensas a nivel del espacio sublingual, submandibular bilateral y submentoniano comunicado con la región supraclavicular derecha y retrosternal	COMPOSITE
es-S0210-48062005000400012-1	3247	3265	125132005	imágenes nodulares	NARROW
es-S0213-12852006000600002-1	3849	3885	442684004+767094002	imágenes nodulares en hígado y riñón	COMPOSITE
es-S0004-06142009000400011-1	657	742	309248004	imágenes polipoideas parietales menores de 2-3 cm tanto en vejiga como en divertículo	EXACT
es-S1698-44472004000400011-1	794	843	365853002	imágenes radiolúcidas y radiopacas en su interior	NARROW
es-S1889-836X2015000200005-2	433	447	35425004	IMC era normal	EXACT
es-S1139-76322016000300015-1	343	383	90009001	implantación amplia del cordón umbilical	NARROW
es-S0212-16112014000300032-1	1118	1147	450819000	imposibilidad de ingesta oral	EXACT
es-S1887-85712016000100005-1	1255	1305	301165004+301166003	Imposibilidad para detectar pulso radial o cubital	COMPOSITE
es-S0211-69952016000600552-1	206	242	11934000	imposibilidad para elevar el párpado	EXACT
es-S0210-48062006000700012-1	373	402	102835006	imposibilidad para la micción	EXACT
es-S0004-06142009000400011-1	288	317	102835006	imposibilidad para la micción	EXACT
es-S0211-69952016000600552-1	2647	2719	286369003+285501007	imposibilidad tanto para hablar como para realizar movimientos linguales	COMPOSITE
es-S0376-78922015000400012-1	339	359	82971005	impotencia funcional	NARROW
S0004-06142007000600012-1	247	264	860914002	impotencia sexual	EXACT
es-S0004-06142008000300012-1	404	426	135818000	impresiona de gravedad	EXACT
es-S1698-69462006000200016-1	144	183	366226004	inadecuada posición del canino inferior	NARROW
es-S0212-71992005000600008-1	252	284	228158008	incapacidad para la deambulación	EXACT
es-S1134-80462014000500004-1	501	533	228158008	incapacidad para la deambulación	EXACT
es-S1130-01082008000500008-1	967	1010	228155006	incapacidad total para la alimentación oral	EXACT
es-S0211-69952011000100019-1	390	411	43364001	incomodidad abdominal	NARROW
es-S1138-123X2004000100006-2	405	425	698195007	incompetencia labial	EXACT
es-S1135-76062013000100008-1	434	446	406124004	inconsciente	EXACT
es-S0210-48062006000900012-2	1666	1679	48340000	incontinencia	EXACT
es-S1130-01082009000300015-1	2608	2626	72042002	incontinencia anal	EXACT
es-S0212-71992008000700009-1	959	994	49233005	incremento del trabajo respiratorio	EXACT
es-S1130-05582014000300006-1	862	901	300257000	incremento metabólico a nivel parotídeo	NARROW
es-S0211-57352013000300011-1	290	303	718360006	independiente	EXACT
es-S0211-69952012000700028-1	269	321	718360006	independiente para las actividades de la vida diaria	EXACT
es-S1130-05582012000300005-1	234	242	6810008	indoloro	NARROW
es-S1130-05582009000600004-1	635	643	6810008	indoloro	NARROW
es-S0376-78922015000400012-1	983	1009	52776004	inestabilidad de la lesión	EXACT
es-S1134-80462005000300004-1	655	675	202824000	inestabilidad lumbar	EXACT
es-S0376-78922015000400012-1	1896	1923	782430000	inestabilidad radiocarpiana	EXACT
es-S0211-69952014000400019-1	982	994	59892004	infantilismo	EXACT
es-S0376-78922016000200012-1	601	634	128041002	infiltración de tejido subcutáneo	NARROW
es-S1130-01082009000200012-1	314	369	128524007	infiltración y engrosamiento de toda la pared del colon	NARROW
es-S1130-01082008000300010-1	1987	2006	409609008	infiltrado alveolar	EXACT
es-S0212-71992005000600008-1	1986	2037	409609008	infiltrado alveolar en el lóbulo inferior izquierdo	NARROW
es-S0212-71992005000400007-1	2003	2028	409609008	infiltrado pulmonar basal	NARROW
es-S0378-48352006000300005-1	699	752	409609008+301256004	infiltrado pulmonar izquierdo, con afectación pleural	COMPOSITE
es-S1137-66272016000200010-1	1429	1482	409609008	infiltrado reticulonodular en ambos campos superiores	NARROW
es-S1130-01082008000300010-1	1326	1348	409609008	infiltrados alveolares	EXACT
es-S1130-01082008000300010-1	1597	1616	409609008	infiltrados basales	EXACT
es-S0365-66912007000900010-1	2683	2716	246992005	inflamación en la cámara anterior	EXACT
es-S0365-66912012000500003-1	2061	2081	78370002	inflamación escleral	EXACT
es-S0210-48062006000400012-1	1775	1792	103625009	inflamación local	EXACT
es-S0365-66912008000700010-1	1400	1413	30098003	ingurgitación	EXACT
es-S0365-66912008000700010-1	161	194	781682005	ingurgitación conjuntivo-escleral	NARROW
es-S0211-57352011000400009-1	3324	3346	43994002	inhibición psicomotriz	EXACT
es-S0211-69952013000200018-1	1514	1523	247910009	inquietud	EXACT
es-S0211-69952013000200018-1	1664	1673	247910009	inquietud	EXACT
es-S0211-57352013000300011-1	4544	4559	27026000	insight parcial	NARROW
es-S0211-57352013000300011-1	2528	2536	62577008	insomnio	EXACT
es-S0210-48062005000300014-1	2244	2252	62577008	insomnio	EXACT
es-S0210-48062007000700014-1	796	843	249244000	integridad de túnica albugínea y fascia de Buck	NARROW
es-S1130-01082008000900011-1	1431	1458	21829004	integridad del eje vascular	NARROW
es-S0211-57352013000300011-1	305	331	367358004	Intelectualmente brillante	EXACT
es-S0212-71992005000400007-1	520	547	274643008	intensa palidez mucocutánea	NARROW
es-S0211-57352011000400009-1	3495	3514	271782001	intensa somnolencia	EXACT
es-S1130-01082005001100016-1	147	171	235719002	intolerancia alimenticia	EXACT
es-S0212-71992005000500009-1	830	872	268375009	intradermoreacción de Mantoux fue negativa	EXACT
es-S0376-78922009000300005-1	3718	3754	161815000	introito vaginal se mantiene cerrado	EXACT
es-S1130-01082007001100010-1	484	534	307223005	inversión del flujo en las venas porta y esplénica	NARROW
es-S0365-66912007000900010-1	2909	2925	247044000	inyección ciliar	NARROW
es-S0365-66912007000100010-1	425	457	76849009+8148005	inyección y quemosis conjuntival	COMPOSITE
es-S0365-66912005001100009-1	482	519	423552003	iridectomías se observaban permeables	EXACT
es-S0365-66912007000900010-1	726	739	247025007	iris abombado	NARROW
es-S1130-63432014000500008-1	267	276	9972008	irradiado	EXACT
es-S1139-76322016000300008-1	69	82	55929007	irritabilidad	EXACT
es-S1699-695X2015000300013-1	583	596	55929007	irritabilidad	EXACT
es-S0212-71992004001100006-1	1192	1205	55929007	irritabilidad	EXACT
es-S1130-63432014000400016-1	2360	2373	55929007	irritabilidad	EXACT
es-S1887-85712012000400006-1	1295	1340	300419003	irritación peritoneal en hemiabdomen inferior	EXACT
es-S0212-71992000001200006-1	1551	1611	309306009	jugo duodenal y biopsia de 2ª porción duodenal sin patógenos	NARROW
es-S0376-78922009000300005-1	3760	3814	289499007	labios mayores presentan un aspecto juvenil y turgente	NARROW
es-S0210-48062004000200011-1	1130	1166	396697000	Lactato deshidrogenosa (LDH) elevada	EXACT
es-S0365-66912009001100005-3	628	639	60735000	lagoftalmos	EXACT
es-S0365-66912004000800009-1	343	361	31788005	lagrimeo en el ojo	EXACT
es-S0212-71992008000700009-1	123	141	31788005	lagrimeo incesante	EXACT
es-S0365-66912007000900010-1	601	739	45177002	lámpara de hendidura del OI mostraba una inyección ciliar marcada, una reacción inflamatoria leve en la cámara anterior y un iris abombado	NARROW
es-S0211-69952009000600023-1	1869	1900	102968003	latencias centrales prolongadas	NARROW
es-S0212-71992005000500009-1	1006	1044	309306009	lavado broncoalveolar fueron negativos	NARROW
es-S0376-78922008000400008-1	1215	1243	91002001	lengua con placa blanquecina	EXACT
es-S1698-69462006000100003-1	1162	1177	52368004	lengua fisurada	EXACT
es-S0211-57352011000400009-1	3631	3651	162208002	lenguaje incoherente	EXACT
es-S1887-85712014000100005-1	186	233	286402008	lenguaje, con emisión y comprensión conservadas	NARROW
es-S0212-71992004001100006-1	3047	3067	364852004	lentificación difusa	NARROW
es-S0211-57352011000400009-1	3875	3890	62330004	lentitud motora	NARROW
es-S1130-01082008000900011-1	1175	1228	396877008	lesión anecoica, bien delimitada, de aspecto quístico	EXACT
es-S0004-06142008000400016-1	471	518	110015006	lesión exofítica no dolorosa a nivel del glande	NARROW
es-S1137-66272011000300024-1	1220	1284	724830002+10676911000119100	Lesiones eritematosas y pruriginosas en región vulvar y perianal	COMPOSITE
es-S0365-66912004000800009-1	407	461	30704002	lesiones faciales con distribución en alas de mariposa	EXACT
es-S0212-71992005000600008-1	2561	2623	300331000	lesiones focales hepáticas en segmento III con patrón vascular	NARROW
es-S0211-57352011000400009-1	2630	2673	1386000	lesiones hemorrágicas intra ni extraaxiales	NARROW
es-S0211-57352011000400009-1	2677	2706	85974009	lesiones ocupantes de espacio	EXACT
es-S0210-48062009000200019-1	476	519	87361006	leucocitos con marcada desviación izquierda	EXACT
es-S0376-78922008000400008-1	2867	2879	414478003	Leucocitosis	EXACT
es-S0004-06142008000300013-1	1220	1232	271350002	leucocituria	EXACT
es-S0365-66912007000900016-1	2073	2124	29555009	levantamiento del neuroepitelio yuxtafoveolar nasal	NARROW
es-S1888-75462015000400006-1	1739	1765	118954006	leve alteración subcondral	NARROW
es-S1130-01082009000400015-1	264	318	275739007+432034007	leve aumento de las cifras de amilasa y lipasa séricas	COMPOSITE
es-S1130-05582014000300006-1	1797	1820	424650008	leve déficit al soplido	NARROW
es-S0210-48062004000500009-1	184	222	162128006	leve disminución del calibre miccional	EXACT
es-S1137-66272012000300023-1	238	287	37193007	leve disminución del factor VII de la coagulación	EXACT
es-S0365-66912012000500003-1	1796	1830	247199007	leve engrosamiento esclerocoroideo	EXACT
es-S0212-71992004001100006-1	2866	2891	167735002	leve hiperproteinorraquia	NARROW
es-S0210-48062005000400012-1	816	834	35885006	leve hiperuricemia	EXACT
es-S1130-01082007000100013-1	515	532	414478003	leve leucocitosis	EXACT
es-S1888-75462015000400006-1	177	208	82971005	leve limitación de la movilidad	EXACT
es-S0365-66912006000100008-1	1033	1047	18265008	leve proptosis	EXACT
es-S0210-48062007000300014-1	409	426	47949009	libido conservada	EXACT
es-S0365-66912007001200011-1	1104	1143	366014002	limbo nasal de características normales	NARROW
es-S1137-66272013000100024-1	201	255	102569004	limitación a la movilización pasiva y activa de cadera	EXACT
es-S1130-05582014000400006-2	201	232	109639001	limitación de la apertura bucal	EXACT
es-S1130-05582008000600006-1	983	1013	109639001	limitación de la apertura oral	EXACT
es-S1134-80462009000500006-1	1057	1107	840678003	limitación de la movilidad de la columna vertebral	EXACT
es-S1134-80462005000300004-1	2570	2645	304344002+304352004	limitación de la movilidad, especialmente en las regiones cervical y lumbar	COMPOSITE
es-S0211-57352013000300011-1	2935	2964	82971005	limitación funcional moderada	EXACT
es-S0212-71992008000700009-1	274	323	419326002	limitación generalizada a la movilidad extrínseca	NARROW
es-S0210-48062009000200019-1	2157	2270	309309002	linfadenectomía ilio-ceco-apendicular (con diagnóstico intraoperatorio por congelación de ausencia de malignidad)	NARROW
es-S0213-12852007000100002-1	496	517	127086001	linfonodos del cuello	EXACT
es-S1137-66272013000100024-1	1004	1061	167863008	líquido articular es positivo para Haemophilus influenzae	NARROW
es-S0212-16112009000600018-1	1369	1404	52985009	líquido ascítico de aspecto lechoso	NARROW
es-S0212-71992004001100006-1	2831	2860	167707001	líquido cefalorraquídeo claro	EXACT
es-S0212-16112010000100017-1	572	598	365669006	líquido de aspecto lechoso	NARROW
es-S0004-06142008000300012-1	2449	2462	93457003	líquido libre	EXACT
es-S1130-01082009000200012-1	279	292	93457003	líquido libre	EXACT
es-S0004-06142008000300012-1	1638	1712	93457003	Líquido libre en pelvis, espacios perihepático, periesplénico y perirrenal	EXACT
es-S1130-01082005001100017-2	638	666	93457003	líquido libre intraabdominal	EXACT
es-S0212-16112009000600018-1	1273	1302	93457003	líquido libre intra-abdominal	EXACT
es-S1130-01082005001100016-1	850	874	93457003	líquido libre peritoneal	EXACT
es-S1130-01082007000100013-1	804	828	93457003	líquido libre peritoneal	EXACT
es-S0376-78922016000200011-1	1112	1144	237475004	líquido periprotésico en la mama	EXACT
es-S0376-78922016000200011-1	2290	2381	309307000	líquido periprotésico evacuado durante la cirugía resultó positivo para células neoplásicas	NARROW
es-S1130-01082009000400012-1	235	252	35013009	líquido purulento	EXACT
es-S1137-66272013000100024-1	743	769	167884003	líquido sinovial purulento	EXACT
es-S1135-76062013000100008-1	1113	1222	414391001	"líquido verde oscuro (bilis y escasos restos hemáticos en forma de ""posos de café""); las paredes del estómago"	NARROW
es-S1135-76062013000100008-1	745	786	836475004	líquido verde oscuro en orificios nasales	EXACT
es-S1137-66272011000100013-2	963	1047	301863008	lóbulo superior izquierdo (LSI) con nueva cavitación, observándose material flotante	NARROW
es-S1137-66272014000200011-1	1778	1791	237557003	LTD un nódulo	NARROW
es-S0212-71992004001100006-1	724	736	72826005	macrocitosis	EXACT
es-S0365-66912007000100009-1	759	776	301961009	mácula era normal	EXACT
es-S0211-69952009000600023-1	1695	1708	398637008	mácula normal	NARROW
es-S0365-66912007000200009-1	821	861	301961009	mácula y nervio óptico de aspecto normal	EXACT
es-S1698-69462006000100006-1	1099	1120	301345002	mal descanso nocturno	EXACT
es-S1130-05582014000400006-2	524	542	110299009	mala higiene bucal	EXACT
es-S0376-78922011000500012-1	376	390	409054008	mala perfusión	EXACT
es-S0376-78922009000400010-3	295	306	707598004	maloclusión	EXACT
es-S0210-48062007000300014-1	559	573	290084006	mamas normales	EXACT
es-S0212-71992004001100006-1	3314	3335	168749009	mamografía fue normal	EXACT
es-S0365-66912007000900016-1	1294	1357	247138002	mancha blanca y pigmento peripapilar temporal superior en el OD	NARROW
es-S1134-80462015000500005-1	182	243	49765009	mancha hiperpigmentada en la espalda, en la zona dorsal media	NARROW
es-S0365-66912004000800009-1	697	727	23267004	mancha hipopigmentada en tórax	NARROW
es-S0365-66912007000900016-1	1505	1564	247138002	manchas blanco-amarillentas distribuidas por polo posterior	NARROW
es-S0365-66912007000900016-1	2634	2700	247138002	manchas blanco-amarillentas tenues en polo posterior de ambos ojos	NARROW
es-S0365-66912009001100005-3	155	189	201281002	manchas café con leche diseminadas	EXACT
es-S1130-63432014000400016-1	3362	3389	57676002	manifestaciones articulares	EXACT
es-S1130-63432014000400016-1	2830	2857	57676002	manifestaciones articulares	EXACT
es-S1137-66272015000200019-2	748	790	427304006	maniobra del gancho, se reproduce el dolor	NARROW
es-S1888-75462015000400006-1	1015	1076	298690008	maniobras de Valleix, Fabere, Lasegue y Bragard son negativas	EXACT
es-S0211-69952012000500025-1	641	663	366216006	Manos bien perfundidas	NARROW
es-S0212-71992004000300009-1	1125	1145	268375009	Mantoux fue negativo	EXACT
es-S1137-66272016000200010-1	1322	1342	268375009	Mantoux fue negativo	EXACT
S0004-06142007000600012-1	589	606	268375009	Mantoux: Negativa	EXACT
es-S1130-01082007000400010-1	749	794	365595004	marcadores de hepatitis vírica eran negativos	NARROW
es-S0004-06142008000400011-2	346	386	399406009	marcadores de tumor testicular negativos	NARROW
es-S0212-16112009000600018-1	1639	1688	399406009	marcadores tumorales (AFP y HCG) fueron negativos	EXACT
es-S0210-48062006000200018-1	676	719	399406009	Marcadores tumorales (AFP y ß-HCG) normales	EXACT
S0004-06142006000500002-3	2662	2721	399406009	marcadores tumorales dentro de los valores de la normalidad	EXACT
es-S1137-66272016000200010-1	810	844	399406009	marcadores tumorales eran normales	EXACT
S0004-06142006000500002-2	1753	1799	399406009	marcadores tumorales han permanecido negativos	EXACT
S0004-06142006000100014-1	999	1062	399406009	marcadores tumorales hepáticos y digestivos resultaron anodinos	NARROW
S0004-06142006000500002-2	1028	1106	399406009+166159005	marcadores tumorales y el PSA presentaban unos valores dentro de la normalidad	COMPOSITE
S0004-06142007000600014-1	342	411	399406009+90420008	marcadores tumorales y hormonas se encuentran dentro de la normalidad	COMPOSITE
es-S0378-48352004001000003-1	1223	1247	406105002	Marcadores VHC negativos	EXACT
es-S1887-85712014000100005-1	942	998	22325002	marcha con tendencia a la lateropulsión hacia la derecha	NARROW
es-S1699-695X2015000300013-1	753	767	449811004	marcha estable	EXACT
es-S1137-66272014000200011-1	2555	2590	310342002	márgenes quirúrgicos estaban libres	EXACT
es-S0004-06142007000900012-1	337	367	309088003	masa a nivel cortical de riñón	NARROW
es-S1130-01082005001100017-2	486	500	84454003	masa abdominal	EXACT
es-S0004-06142008000400013-1	262	274	445039006	masa anexial	EXACT
es-S0212-71992000001200006-1	2389	2402	422840005	masa cerebral	EXACT
es-S0365-66912006000900010-1	1548	1635	285652003	masa circunferencial de crecimiento endofítico abarcando prácticamente toda la coroides	NARROW
es-S0004-06142008000400013-1	545	584	309088003	masa compleja en polo inferior de riñón	NARROW
es-S0365-66912006000900010-1	687	763	300848003	masa con base de 17 mm discretamente hiperintensa en T1 e hipointensa en T2,	NARROW
es-S1130-01082009000300015-1	1971	2024	425810000	masa de 3 cm en cuerpo-cola de páncreas vascularizada	NARROW
es-S0210-48062006000900012-2	118	169	428090004	masa de 5 cm en cara lateral izquierda de la vejiga	NARROW
S0004-06142006000900015-1	887	926	84454003	masa dolorosa en el hipocondrio derecho	NARROW
es-S1130-01082007000400010-1	1554	1580	126860002	masa en cabeza de páncreas	EXACT
es-S1130-01082009000900012-1	148	175	300851005	masa en crura diafragmática	NARROW
es-S1130-01082009000300015-1	2091	2118	126842002	masa en el colon transverso	EXACT
es-S0210-48062006000400012-1	1584	1665	53929009	masa esférica adenomatosa, localizada en área superior (proximal) del hemiescroto	NARROW
es-S1130-05582003000600004-2	1328	1421	300854002	masa esférica, que se extendía desde el pilar canino o anterior hasta la apófisis pterigoides	NARROW
es-S1130-01082009000500007-1	274	299	404200001	masa hipogástrica central	NARROW
es-S0210-48062009000200019-1	1840	1919	428090004	masa independiente de vejiga, intensamente adherida a asas intestinales y ciego	NARROW
es-S0212-71992000001200006-1	1974	1990	281229000	masa intra-axial	NARROW
es-S1130-01082007000700011-1	313	382	300287006	masa mamelonada y estenosante desde los 32 cm a unión esofagogástrica	NARROW
es-S0210-48062005000300014-1	399	435	309528005	masa palpable a nivel de fosa lumbar	EXACT
es-S0210-48062009000200019-1	352	436	84454003	masa palpable, dolorosa, de gran tamaño, que ocupa hipogastrio y ambas fosas ilíacas	NARROW
es-S0210-48062004000500009-1	838	865	309088003	masa parahiliar en el riñón	NARROW
es-S0210-48062009000600012-1	2902	2920	309532004	masa paravertebral	NARROW
es-S0376-78922016000200012-1	426	441	300862005	masa parespinal	NARROW
es-S0365-66912004001000008-1	1891	1906	396556000	masa pigmentada	EXACT
es-S0365-66912006000900010-1	424	439	396556000	masa pigmentada	EXACT
es-S0365-66912006000900010-1	194	235	762415003	masa pigmentada en el ángulo iridocorneal	NARROW
es-S1130-01082009000300015-1	235	259	428472008	masa polipoidea en sigma	EXACT
es-S0365-66912006000900010-1	362	394	302217008	masa presente en cámara anterior	NARROW
es-S1137-66272013000100023-1	1160	1177	410730009	masa prevertebral	NARROW
es-S0378-48352006000300005-1	2028	2041	309529002	masa pulmonar	EXACT
es-S0378-48352006000300005-1	2853	2875	309529002	masa pulmonar superior	EXACT
es-S1130-01082009000900012-1	1199	1302	69559004	masa que se encontraba íntimamente adherida a glándula suprarrenal, polo superior del riñón y diafragma	NARROW
es-S1130-05582003000600004-2	1056	1148	128234004	masa radiolúcida homogénea unilocular de 5 cm de diámetro mayor, que ocupaba todo el maxilar	NARROW
es-S1130-01082007000400010-1	1040	1088	425810000	masa redondeada hipoecoica en cabeza de páncreas	NARROW
es-S0365-66912004001000008-1	918	986	248509009	masa redondeada localizada entre la raíz del iris y el cuerpo ciliar	NARROW
S0004-06142006000900015-1	1468	1502	69559004	masa retroperitoneal paravertebral	NARROW
es-S0210-48062005000300014-1	526	576	309088003	masa sólida heterogénea en polo inferior del riñón	NARROW
S0004-06142006000900015-1	229	317	309088003	masa sólida y heterogénea de aproximadamente 6 cm, localizada en polo superior del riñón	NARROW
S0004-06142006000100010-1	251	289	237783006	masa suprarrenal derecha hipoecogénica	EXACT
es-S0210-48062006000400012-1	255	280	87860000	masa testicular, indolora	NARROW
es-S0378-48352006000300005-1	2596	2608	300848003	masa tumoral	EXACT
es-S0004-06142010000100015-1	38	61	87860000+63901009	masa y dolor testicular	COMPOSITE
es-S1130-05582003000600004-2	841	873	1196999009	masa, se extendía hacia palatino	NARROW
S0004-06142006000500002-2	428	461	87860000	masas a nivel de ambos testículos	EXACT
es-S1137-66272013000100023-1	1951	1971	50960005	material hemorrágico	EXACT
es-S0376-78922016000200011-1	1249	1264	22641006	material seroso	EXACT
es-S0211-69952012000700028-1	982	1004	249554000	matidez en mesogastrio	NARROW
es-S1698-69462006000100003-1	1030	1065	371084005	maxilar inferior desdentado parcial	NARROW
es-S1698-69462006000100003-1	1067	1100	128234004	maxilar superior desdentado total	NARROW
es-S0210-48062007000300014-1	659	672	249302009	meato central	NARROW
es-S0365-66912004001200010-2	1113	1150	167939004	megacariocitos displásicos y atípicos	NARROW
es-S1130-01082005001200011-1	4450	4498	365919000+32650004	memoria verbal y el lenguaje estaban conservados	COMPOSITE
es-S0365-66912009001100005-3	382	399	299729001	meninges intactas	NARROW
es-S1698-69462006000100006-1	873	883	722879009	meteorismo	EXACT
es-S0365-66912012000300005-1	1526	1537	44991000119100	metrorragia	EXACT
es-S0004-06142008000400013-1	127	139	44991000119100	metrorragias	EXACT
es-S1139-76322016000200013-1	525	533	68962001	mialgias	EXACT
es-S0210-48062005000400012-1	449	471	47252008	micción en dos tiempos	NARROW
es-S0210-48062005000400012-1	388	404	300470007	micción nocturna	NARROW
es-S0210-48062006000700012-1	1671	1693	102834005	micción uretral normal	EXACT
es-S1137-66272016000200010-1	1160	1202	830286009	micobacterias con tinción de Ziehl Nielsen	NARROW
es-S1137-66272011000300024-1	3415	3440	167583002	microalbuminuria negativa	EXACT
es-S1139-76322016000300009-1	1424	1457	117261000119108	microcalcificaciones testiculares	EXACT
es-S1130-01082008000900017-1	2007	2041	82380002	microcoils próximos al divertículo	NARROW
es-S0210-48062007000300014-1	2043	2070	717158001	Microdeleciones cromosoma Y	EXACT
es-S1130-01082010000700014-1	574	590	127563002	microhemorragias	EXACT
es-S0212-16112013000400053-1	859	956	425711007	micronódulos a nivel de colon transverso y en la región correspondiente al epiplon gastrohepático	NARROW
es-S0211-69952009000600023-1	1621	1662	297264002+37125009	Midriasis areactiva en OI, reactiva en OD	COMPOSITE
es-S1130-01082005001200011-1	2267	2277	17450006	mioclonias	EXACT
es-S1130-01082005001200011-1	3911	3921	17450006	mioclonias	EXACT
es-S1130-01082005001200011-1	4781	4791	17450006	mioclonias	EXACT
es-S1130-01082005001200011-1	5011	5021	17450006	mioclonias	EXACT
es-S1130-01082005001200011-1	4175	4218	17450006	mioclonias en ambas extremidades inferiores	NARROW
es-S1130-01082005001200011-1	2105	2127	17450006	mioclonias espontáneas	EXACT
es-S1130-01082005001200011-1	4231	4266	17450006	mioclonias reflejas en ambos brazos	NARROW
es-S0365-66912004001100012-1	58	70	162278001	miodesopsias	EXACT
es-S0365-66912007001200009-1	1308	1321	15013002	miodesospsias	EXACT
es-S0212-71992005000600008-1	1357	1378	414478003	Moderada leucocitosis	EXACT
es-S1137-66272012000300024-1	946	968	6631009	moderada trombocitosis	EXACT
es-S1130-05582014000400006-2	545	593	116337000	moderado aumento del volumen del piso de la boca	NARROW
es-S0210-48062006000200018-1	239	248	12532009	molestias	EXACT
es-S1139-76322016000300009-1	1026	1055	20502007	molestias (elevación escrotal	EXACT
es-S1699-695X2015000200010-1	1088	1135	298928007	molestias a la palpación de la cabeza del radio	NARROW
es-S1137-66272012000300023-1	70	91	43364001	molestias abdominales	EXACT
S0004-06142006000900015-1	1809	1830	43364001	molestias abdominales	EXACT
es-S1139-76322016000300009-1	178	203	63901009	molestias en el testículo	EXACT
es-S0212-16112010000100017-1	348	370	279084009	molestias en hemitórax	EXACT
es-S1130-01082010001100014-1	62	84	79922009	molestias epigástricas	EXACT
es-S0212-71992004000300009-1	348	367	267102003	molestias faríngeas	EXACT
es-S1130-01082008000900011-1	294	313	267102003	molestias faríngeas	EXACT
es-S1130-01082004001200010-1	88	127	301368006	molestias habituales en vacío izquierdo	EXACT
es-S0004-06142008000300013-1	567	585	40709005	molestias lumbares	EXACT
es-S1134-80462005000300004-1	272	322	279029001+267982002	molestias tanto en la columna cervical como lumbar	COMPOSITE
es-S0376-78922016000200011-1	929	957	53430007+290077003	molestias y edema en la mama	COMPOSITE
es-S0376-78922016000200011-1	635	663	53430007+290077003	molestias y edema en la mama	COMPOSITE
es-S1130-63432014000400016-1	3068	3079	418697001	monocitosis	EXACT
es-S0210-48062007001000004-1	1640	1649	87310001	monorquio	EXACT
es-S1130-05582015000400005-1	275	299	67289000	mordida abierta anterior	EXACT
es-S0365-66912007000900011-1	310	354	103251002	motilidad intrínseca y extrínseca fue normal	EXACT
es-S1137-66272013000100024-1	1770	1800	160680006	movilidad completa no dolorosa	EXACT
es-S1887-85712016000100005-1	3021	3052	160697000+35209006	movilidad y sensibilidad distal	COMPOSITE
es-S1134-80462015000200005-1	3409	3443	425423002	movimiento potencialmente doloroso	EXACT
es-S1139-76322016000400018-1	1815	1836	225606002	movimientos anormales	EXACT
es-S1130-01082005001200011-1	1894	1928	249968003	movimientos anormales en su pierna	EXACT
es-S0376-78922008000400008-1	211	236	1231186006	movimientos lateralizados	EXACT
es-S0365-66912006000100008-1	631	687	103251002	Movimientos oculares externos, sin hallazgos patológicos	NARROW
es-S1130-01082005001200011-1	1974	2041	103251002	movimientos oculares y la exploración de pares craneales era normal	EXACT
es-S1130-01082010000700014-1	1050	1074	128145008	mucosa de aspecto normal	NARROW
es-S1130-01082010000700014-1	533	572	415767003	mucosa de intestino grueso, con erosión	EXACT
es-S0376-78922008000400008-1	772	796	249400000	mucosa labial enrojecida	NARROW
es-S1698-44472004000400012-1	351	377	1149248007	mucosa oral estaba indemne	EXACT
es-S1130-05582003000600004-2	643	669	413254002	mucosa sana, y eritematosa	EXACT
es-S1130-01082007001200014-1	113	119	419099009	muerta	EXACT
